,loan_identifier,seller_name,original_interest_rate,original_upb,origination_date,first_payment_date,number_of_borrowers,original_dir,borrower_credit_score_at_origination,first_time_home_buyer_indicator,loan_purpose,property_type,number_of_units,occupancy_type,property_state,primary_mortgage_insurance_percent,product_type,current_interest_rate,remaining_months_to_legal_maturity,adj_remaining_months_to_maturity,maturity_date,current_loan_delinquency_status,delinquency
455,101341000000,OTHER,5,177000,2019-03-01,2019-05-01,2,24,775,N,R,SF,1,P,MO,25,FRM,4.5,352,350,2049-04-01,0,f
460,101365000000,QUICKEN LOANS INC.,5,287000,2019-01-01,2019-03-01,1,45,768,N,P,CO,1,P,CO,30,FRM,4.63,350,350,2049-02-01,0,f
468,101384000000,OTHER,5,274000,2019-02-01,2019-04-01,1,42,803,Y,P,SF,1,P,WA,25,FRM,4.75,351,351,2049-03-01,0,f
473,101389000000,"FLAGSTAR BANK, FSB",5,513000,2019-02-01,2019-04-01,1,43,717,Y,P,PU,1,P,CA,30,FRM,5.25,351,351,2049-03-01,0,f
476,101398000000,OTHER,6,540000,2018-10-01,2018-12-01,2,42,683,N,P,SF,1,P,NJ,30,FRM,5.5,347,347,2048-11-01,0,f
481,101404000000,OTHER,5,225000,2019-03-01,2019-05-01,1,50,719,N,P,SF,1,P,MA,25,FRM,4.88,352,348,2049-04-01,0,f
485,101415000000,PENNYMAC CORP.,6,357000,2018-12-01,2019-02-01,2,50,793,Y,P,PU,1,P,FL,35,FRM,5.5,349,349,2049-01-01,0,f
487,101428000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,409000,2019-01-01,2019-03-01,2,31,758,N,P,SF,1,P,UT,30,FRM,4.75,350,350,2049-02-01,0,f
491,101444000000,OTHER,5,151000,2018-12-01,2019-02-01,2,49,695,Y,P,SF,1,P,TX,30,FRM,5,349,348,2049-01-01,0,f
494,101450000000,QUICKEN LOANS INC.,5,234000,2019-02-01,2019-04-01,2,23,752,N,P,PU,1,S,LA,25,FRM,4.56,351,350,2049-03-01,0,f
495,101453000000,"WELLS FARGO BANK, N.A.",5,225000,2018-12-01,2019-02-01,1,22,814,Y,P,SF,1,P,WI,30,FRM,4.99,355,0,2049-01-01,X,t
501,101467000000,PENNYMAC CORP.,5,256000,2019-01-01,2019-03-01,2,35,727,Y,P,SF,1,P,TN,30,FRM,4.88,350,346,2049-02-01,0,f
502,101469000000,PENNYMAC CORP.,5,337000,2018-12-01,2019-02-01,1,32,759,Y,P,CO,1,P,CO,30,FRM,4.75,349,349,2049-01-01,0,f
506,101486000000,OTHER,5,61000,2018-11-01,2019-01-01,1,38,767,Y,P,SF,1,P,NY,25,FRM,5,348,348,2048-12-01,0,f
507,101489000000,OTHER,5,347000,2019-02-01,2019-04-01,2,29,811,N,P,PU,1,P,NV,30,FRM,4.63,351,351,2049-03-01,0,f
511,101502000000,QUICKEN LOANS INC.,5,215000,2019-01-01,2019-03-01,1,44,774,N,P,SF,1,P,VA,25,FRM,4.88,350,349,2049-02-01,0,f
515,101509000000,PENNYMAC CORP.,5,299000,2019-01-01,2019-03-01,2,38,794,N,P,SF,1,P,TN,30,FRM,4.75,350,346,2049-02-01,0,f
520,101522000000,PENNYMAC CORP.,5,329000,2019-02-01,2019-04-01,2,18,792,N,P,PU,1,P,FL,30,FRM,4.5,351,351,2049-03-01,0,f
521,101523000000,OTHER,5,257000,2019-02-01,2019-04-01,1,34,800,N,P,PU,1,P,OK,25,FRM,4.63,351,351,2049-03-01,0,f
523,101529000000,OTHER,5,170000,2018-12-01,2019-02-01,1,48,742,N,P,SF,1,P,OH,25,FRM,5,349,347,2049-01-01,0,f
524,101534000000,OTHER,5,175000,2019-02-01,2019-04-01,2,39,737,Y,P,SF,1,P,CA,35,FRM,5.13,351,350,2049-03-01,0,f
526,101537000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,383000,2019-02-01,2019-04-01,1,36,815,N,P,SF,1,P,HI,12,FRM,4.88,351,351,2049-03-01,0,f
528,101539000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,229000,2018-12-01,2019-02-01,2,31,814,N,P,PU,1,P,OR,12,FRM,5.13,349,348,2049-01-01,0,f
529,101542000000,OTHER,6,265000,2018-11-01,2019-01-01,1,40,694,Y,P,SF,1,P,CA,30,FRM,5.63,348,348,2048-12-01,0,f
533,101546000000,OTHER,4,413000,2019-03-01,2019-05-01,2,27,794,N,P,SF,1,P,ID,30,FRM,4.38,352,352,2049-04-01,0,f
534,101551000000,PENNYMAC CORP.,6,318000,2019-01-01,2019-03-01,1,25,644,Y,P,PU,1,P,AZ,30,FRM,5.5,350,350,2049-02-01,0,f
535,101554000000,QUICKEN LOANS INC.,5,484000,2019-01-01,2019-03-01,2,50,778,Y,P,SF,1,P,CA,12,FRM,4.75,350,344,2049-02-01,0,f
540,101574000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,295000,2019-03-01,2019-05-01,1,35,688,N,P,SF,1,P,NC,25,FRM,4.49,352,350,2049-04-01,0,f
541,101587000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,335000,2019-02-01,2019-04-01,1,44,778,Y,P,CO,1,P,HI,25,FRM,3.88,351,351,2049-03-01,0,f
542,101591000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,173000,2019-02-01,2019-04-01,1,35,719,Y,P,SF,1,P,FL,35,FRM,5.25,351,351,2049-03-01,0,f
545,101600000000,PENNYMAC CORP.,5,314000,2019-03-01,2019-05-01,1,37,705,N,P,PU,1,P,UT,25,FRM,5,352,352,2049-04-01,0,f
546,101600000000,"WELLS FARGO BANK, N.A.",5,350000,2019-01-01,2019-03-01,2,47,755,N,P,PU,1,P,TX,30,FRM,4.88,350,349,2049-02-01,0,f
547,101602000000,PENNYMAC CORP.,5,653000,2019-01-01,2019-03-01,1,31,786,Y,P,SF,1,P,WA,25,FRM,4.5,352,0,2049-02-01,X,t
549,101606000000,PENNYMAC CORP.,5,437000,2019-03-01,2019-05-01,1,42,720,N,P,PU,1,P,SC,30,FRM,4.63,352,352,2049-04-01,0,f
552,101613000000,OTHER,5,324000,2018-12-01,2019-02-01,2,44,776,N,P,SF,1,P,NY,25,FRM,5,353,0,2049-01-01,X,t
553,101613000000,OTHER,5,146000,2018-12-01,2019-02-01,1,47,694,Y,P,SF,1,P,TX,35,FRM,5.13,349,346,2049-01-01,0,f
554,101615000000,QUICKEN LOANS INC.,5,123000,2019-01-01,2019-03-01,1,23,728,Y,P,SF,1,P,OH,12,FRM,4.63,350,346,2049-02-01,0,f
559,101630000000,"LAKEVIEW LOAN SERVICING, LLC",5,354000,2018-12-01,2019-02-01,2,45,670,Y,P,SF,1,P,CA,18,FRM,4.88,350,0,2049-01-01,X,t
560,101630000000,OTHER,5,239000,2019-01-01,2019-03-01,1,49,707,Y,P,CO,1,P,FL,30,FRM,4.5,350,350,2049-02-01,0,f
566,101642000000,OTHER,5,181000,2019-02-01,2019-04-01,1,37,687,N,P,PU,1,P,FL,30,FRM,5.25,351,351,2049-03-01,0,f
568,101651000000,FREEDOM MORTGAGE CORP.,5,165000,2019-01-01,2019-03-01,1,34,768,Y,P,SF,1,P,OH,25,FRM,5,350,350,2049-02-01,0,f
571,101659000000,OTHER,5,484000,2019-01-01,2019-03-01,3,45,708,Y,P,SF,1,P,OR,30,FRM,4.88,350,349,2049-02-01,0,f
575,101676000000,"WELLS FARGO BANK, N.A.",5,387000,2019-01-01,2019-03-01,2,39,767,N,P,PU,1,S,FL,25,FRM,4.75,350,343,2049-02-01,0,f
576,101677000000,OTHER,5,235000,2019-02-01,2019-04-01,2,38,699,Y,P,SF,1,P,NY,12,FRM,4.75,351,351,2049-03-01,0,f
577,101678000000,FREEDOM MORTGAGE CORP.,5,460000,2019-02-01,2019-04-01,2,34,786,N,P,PU,1,S,TX,25,FRM,4.75,351,351,2049-03-01,0,f
579,101687000000,OTHER,5,315000,2019-02-01,2019-04-01,2,27,802,N,P,SF,1,S,OR,25,FRM,4.88,351,349,2049-03-01,0,f
581,101695000000,OTHER,5,549000,2019-02-01,2019-04-01,1,39,722,N,R,SF,1,P,CA,25,FRM,4.99,351,351,2049-03-01,0,f
583,101697000000,QUICKEN LOANS INC.,5,68000,2019-02-01,2019-04-01,1,46,783,N,P,SF,1,P,OH,25,FRM,4.99,351,351,2049-03-01,0,f
589,101706000000,QUICKEN LOANS INC.,5,342000,2018-12-01,2019-02-01,2,49,724,N,R,SF,1,P,WA,12,FRM,5.25,354,0,2049-01-01,X,t
590,101711000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,211000,2019-03-01,2019-04-01,1,42,750,Y,P,CO,1,P,NH,25,FRM,4.38,351,348,2049-03-01,0,f
593,101715000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,436000,2019-01-01,2019-03-01,2,45,757,Y,P,SF,1,P,OR,35,FRM,5.13,350,350,2049-02-01,0,f
594,101715000000,OTHER,5,203000,2019-01-01,2019-02-01,2,32,756,Y,P,PU,1,P,IN,25,FRM,5.25,353,0,2049-01-01,X,t
595,101717000000,QUICKEN LOANS INC.,5,297000,2018-12-01,2019-02-01,2,47,721,N,P,SF,1,P,OH,30,FRM,5.25,349,349,2049-01-01,0,f
597,101718000000,"WELLS FARGO BANK, N.A.",6,252000,2018-12-01,2019-02-01,1,45,675,N,P,PU,1,P,KS,30,FRM,5.63,354,0,2049-01-01,X,t
604,101736000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,192000,2019-02-01,2019-04-01,1,42,727,N,R,SF,1,P,NC,25,FRM,5.25,357,0,2049-03-01,X,t
606,101737000000,QUICKEN LOANS INC.,5,320000,2019-01-01,2019-03-01,1,39,677,Y,P,SF,1,P,TX,25,FRM,4.88,350,0,2049-02-01,X,t
608,101740000000,OTHER,6,244000,2019-01-01,2019-03-01,2,48,807,Y,P,CO,1,P,CO,18,FRM,5.5,350,348,2049-02-01,0,f
610,101742000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,223000,2019-03-01,2019-05-01,1,39,716,Y,P,SF,1,P,MN,25,FRM,4.38,352,353,2049-04-01,1,t
614,101759000000,OTHER,5,266000,2019-01-01,2019-03-01,2,34,742,N,P,SF,1,P,IA,30,FRM,4.5,350,350,2049-02-01,0,f
618,101765000000,TRUIST BANK (FORMERLY SUNTRUST BANK),6,397000,2019-01-01,2019-03-01,2,49,697,N,P,SF,1,P,WI,25,FRM,5.63,350,350,2049-02-01,0,f
620,101771000000,OTHER,6,30000,2018-11-01,2019-01-01,1,39,765,N,P,SF,1,I,WI,12,FRM,5.97,348,348,2048-12-01,0,f
623,101778000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,167000,2019-01-01,2019-03-01,1,42,705,Y,P,SF,1,P,MI,30,FRM,4.88,350,350,2049-02-01,0,f
625,101784000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,451000,2019-03-01,2019-05-01,2,37,773,N,P,PU,1,P,AZ,30,FRM,4.75,352,348,2049-04-01,0,f
629,101802000000,"WELLS FARGO BANK, N.A.",6,324000,2019-01-01,2019-03-01,2,44,746,Y,P,PU,1,P,OR,25,FRM,5.88,350,350,2049-02-01,0,f
632,101809000000,PENNYMAC CORP.,5,431000,2019-02-01,2019-04-01,2,46,721,N,P,PU,1,P,AZ,25,FRM,4.88,351,351,2049-03-01,0,f
636,101825000000,U.S. BANK N.A.,5,199000,2018-11-01,2019-01-01,1,50,751,Y,P,SF,1,P,VT,18,FRM,4.75,348,348,2048-12-01,0,f
640,101832000000,OTHER,6,233000,2018-10-01,2018-12-01,1,39,693,Y,P,SF,1,P,WA,18,FRM,5.75,347,338,2048-11-01,0,f
641,101832000000,"WELLS FARGO BANK, N.A.",5,453000,2018-11-01,2019-01-01,2,46,752,N,P,PU,1,P,TX,12,FRM,5.25,348,347,2048-12-01,0,f
644,101849000000,OTHER,5,301000,2019-01-01,2019-03-01,1,34,782,Y,P,PU,1,P,CA,35,FRM,4.88,350,350,2049-02-01,0,f
645,101852000000,"WELLS FARGO BANK, N.A.",5,257000,2019-02-01,2019-04-01,2,28,728,N,R,PU,1,P,GA,25,FRM,4.88,355,0,2049-03-01,X,t
650,101865000000,PENNYMAC CORP.,5,488000,2019-02-01,2019-04-01,2,15,787,Y,P,SF,1,P,MD,25,FRM,4.75,351,351,2049-03-01,0,f
653,101870000000,OTHER,5,371000,2019-01-01,2019-03-01,2,50,720,N,R,SF,1,P,OH,30,FRM,5.13,350,350,2049-02-01,0,f
654,101873000000,OTHER,5,296000,2019-01-01,2019-03-01,2,36,683,N,P,PU,1,P,TX,25,FRM,4.88,350,350,2049-02-01,0,f
656,101878000000,OTHER,5,219000,2018-12-01,2019-02-01,1,43,765,Y,P,SF,1,P,OH,30,FRM,4.99,349,347,2049-01-01,0,f
659,101887000000,"LAKEVIEW LOAN SERVICING, LLC",5,333000,2018-12-01,2019-02-01,1,43,796,Y,P,SF,1,P,CA,18,FRM,5,349,349,2049-01-01,0,f
671,101916000000,"WELLS FARGO BANK, N.A.",5,218000,2018-10-01,2018-12-01,1,48,814,Y,P,PU,1,P,FL,25,FRM,4.99,347,346,2048-11-01,0,f
672,101916000000,OTHER,6,92000,2018-12-01,2019-02-01,1,44,674,N,P,SF,1,P,MI,25,FRM,5.63,349,349,2049-01-01,0,f
673,101919000000,U.S. BANK N.A.,5,521000,2018-11-01,2019-01-01,2,34,773,Y,P,SF,1,P,NJ,25,FRM,4.88,350,0,2048-12-01,X,t
675,101925000000,PENNYMAC CORP.,5,357000,2019-01-01,2019-03-01,2,46,725,N,P,PU,1,P,AZ,12,FRM,4.88,350,350,2049-02-01,0,f
676,101930000000,DITECH FINANCIAL LLC,6,409000,2018-12-01,2019-02-01,2,45,742,N,P,PU,1,P,TX,30,FRM,5.75,349,349,2049-01-01,0,f
677,101939000000,OTHER,6,319000,2019-02-01,2019-04-01,2,39,759,Y,P,PU,1,P,NV,35,FRM,5.75,353,0,2049-03-01,X,t
683,101948000000,OTHER,5,131000,2019-03-01,2019-05-01,1,42,667,Y,P,PU,1,P,AZ,25,FRM,4.63,352,349,2049-04-01,0,f
685,101952000000,OTHER,5,148000,2019-01-01,2019-03-01,1,49,765,Y,P,CO,1,P,OR,25,FRM,4.88,350,350,2049-02-01,0,f
686,101954000000,"WELLS FARGO BANK, N.A.",5,111000,2018-12-01,2019-02-01,1,41,799,N,P,SF,1,P,MD,30,FRM,5,349,349,2049-01-01,0,f
688,101957000000,U.S. BANK N.A.,6,155000,2018-10-01,2018-12-01,1,38,718,N,R,PU,1,P,IL,18,FRM,5.5,347,347,2048-11-01,0,f
689,101957000000,OTHER,5,232000,2019-01-01,2019-03-01,2,31,763,Y,P,PU,1,P,NM,35,FRM,4.75,350,348,2049-02-01,0,f
691,101960000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,225000,2019-01-01,2019-03-01,1,36,781,N,P,SF,1,P,IL,30,FRM,5.13,350,347,2049-02-01,0,f
695,101965000000,OTHER,5,219000,2019-01-01,2019-03-01,1,28,687,Y,P,PU,1,P,OK,30,FRM,5.25,350,341,2049-02-01,0,f
696,101966000000,TRUIST BANK (FORMERLY SUNTRUST BANK),5,230000,2019-02-01,2019-04-01,2,46,699,N,P,PU,1,P,NC,30,FRM,4.88,351,350,2049-03-01,0,f
697,101968000000,PENNYMAC CORP.,5,170000,2019-02-01,2019-04-01,1,48,777,N,P,SF,1,P,CT,25,FRM,4.75,351,351,2049-03-01,0,f
698,101969000000,"LAKEVIEW LOAN SERVICING, LLC",5,199000,2018-11-01,2019-01-01,1,30,785,Y,P,SF,1,P,CA,18,FRM,5,348,348,2048-12-01,0,f
700,101972000000,U.S. BANK N.A.,6,128000,2018-10-01,2018-12-01,1,50,690,Y,P,SF,1,P,FL,18,FRM,5.5,347,347,2048-11-01,0,f
702,101974000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,323000,2018-12-01,2019-02-01,1,46,688,N,P,SF,1,P,AZ,30,FRM,5.38,350,0,2049-01-01,X,t
705,101988000000,OTHER,6,267000,2019-01-01,2019-03-01,2,45,710,Y,P,SF,1,P,OR,25,FRM,5.5,350,350,2049-02-01,0,f
708,101993000000,PENNYMAC CORP.,5,315000,2019-02-01,2019-04-01,1,31,745,N,P,SF,1,P,NM,25,FRM,4.5,354,0,2049-03-01,X,t
710,101998000000,OTHER,5,440000,2019-01-01,2019-03-01,1,45,706,Y,P,PU,1,P,CO,30,FRM,4.88,350,350,2049-02-01,0,f
714,102011000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,401000,2018-11-01,2019-01-01,2,35,729,Y,P,SF,1,P,CA,35,FRM,4.88,348,348,2048-12-01,0,f
716,102015000000,OTHER,4,269000,2019-02-01,2019-04-01,2,26,749,Y,P,PU,1,P,UT,25,FRM,4.25,351,351,2049-03-01,0,f
717,102017000000,PENNYMAC CORP.,5,446000,2018-12-01,2019-02-01,1,41,775,N,P,PU,1,P,FL,30,FRM,4.88,349,349,2049-01-01,0,f
718,102019000000,OTHER,5,209000,2018-12-01,2019-02-01,2,30,804,Y,P,PU,1,P,PA,25,FRM,5.13,349,349,2049-01-01,0,f
720,102024000000,OTHER,5,195000,2018-11-01,2019-01-01,2,39,736,N,P,SF,1,P,MO,30,FRM,5.13,348,0,2048-12-01,X,t
722,102035000000,OTHER,5,202000,2019-02-01,2019-04-01,2,47,650,Y,P,PU,1,P,GA,25,FRM,4.95,351,351,2049-03-01,0,f
725,102055000000,"LAKEVIEW LOAN SERVICING, LLC",6,142000,2018-12-01,2019-02-01,1,38,797,Y,P,SF,1,P,CA,18,FRM,5.63,349,349,2049-01-01,0,f
732,102070000000,"LAKEVIEW LOAN SERVICING, LLC",5,380000,2019-01-01,2019-03-01,2,48,789,Y,P,PU,1,P,NV,30,FRM,5.25,350,350,2049-02-01,0,f
734,102073000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,405000,2018-11-01,2019-01-01,1,45,718,Y,P,PU,1,P,CA,30,FRM,5.13,348,346,2048-12-01,0,f
737,102082000000,OTHER,5,74000,2019-01-01,2019-03-01,1,23,698,N,R,SF,1,P,MN,30,FRM,4.5,350,347,2049-02-01,0,f
739,102090000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,193000,2018-11-01,2019-01-01,1,49,755,N,R,SF,1,P,TN,12,FRM,4.5,348,347,2048-12-01,0,f
740,102091000000,OTHER,5,179000,2019-01-01,2019-03-01,1,34,725,Y,P,PU,1,P,TX,35,FRM,5.13,350,350,2049-02-01,0,f
745,102110000000,U.S. BANK N.A.,6,136000,2018-10-01,2018-12-01,1,43,756,Y,P,CO,1,P,FL,18,FRM,5.88,347,347,2048-11-01,0,f
763,102174000000,"LAKEVIEW LOAN SERVICING, LLC",6,238000,2018-10-01,2018-12-01,2,42,671,Y,P,SF,1,P,CA,18,FRM,5.75,347,346,2048-11-01,0,f
767,102182000000,PENNYMAC CORP.,5,252000,2019-01-01,2019-03-01,2,43,705,Y,P,PU,1,P,GA,30,FRM,4.75,350,349,2049-02-01,0,f
771,102186000000,PENNYMAC CORP.,5,214000,2018-11-01,2019-01-01,1,47,748,N,P,SF,1,P,GA,30,FRM,5.38,348,348,2048-12-01,0,f
776,102197000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",6,97000,2018-12-01,2019-02-01,1,38,701,Y,P,SF,1,P,AL,25,FRM,5.63,349,273,2049-01-01,0,f
777,102201000000,OTHER,5,130000,2019-01-01,2019-03-01,2,26,804,Y,P,SF,1,P,WI,25,FRM,4.75,350,350,2049-02-01,0,f
780,102219000000,PENNYMAC CORP.,5,401000,2019-02-01,2019-04-01,2,46,713,Y,P,SF,1,P,OR,25,FRM,5,351,351,2049-03-01,0,f
781,102224000000,DITECH FINANCIAL LLC,6,121000,2018-12-01,2019-02-01,1,38,659,Y,P,CO,1,P,CO,25,FRM,5.75,349,349,2049-01-01,0,f
783,102238000000,OTHER,5,404000,2019-01-01,2019-03-01,2,31,722,N,P,PU,1,P,OR,30,FRM,4.88,351,0,2049-02-01,X,t
793,102266000000,PENNYMAC CORP.,5,387000,2019-03-01,2019-05-01,2,36,691,Y,P,SF,1,P,FL,25,FRM,4.99,352,352,2049-04-01,0,f
795,102267000000,QUICKEN LOANS INC.,4,461000,2019-02-01,2019-04-01,2,36,746,N,P,PU,1,P,MO,30,FRM,4.38,351,351,2049-03-01,0,f
796,102270000000,OTHER,4,230000,2019-03-01,2019-05-01,2,42,740,Y,P,SF,1,P,WA,30,FRM,4.38,352,351,2049-04-01,0,f
806,102961000000,OTHER,5,85000,2019-01-01,2019-03-01,1,29,740,Y,P,SF,1,P,IN,25,FRM,4.5,350,349,2049-02-01,0,f
807,102295000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,88000,2019-02-01,2019-04-01,1,41,792,Y,P,SF,1,P,AL,25,FRM,4.75,351,351,2049-03-01,0,f
809,102298000000,QUICKEN LOANS INC.,5,616000,2019-01-01,2019-03-01,1,49,733,N,R,SF,1,P,CA,12,FRM,4.75,350,350,2049-02-01,0,f
811,102301000000,OTHER,5,162000,2019-02-01,2019-04-01,1,29,814,N,P,PU,1,P,IL,25,FRM,4.63,351,339,2049-03-01,0,f
812,102303000000,QUICKEN LOANS INC.,5,360000,2019-02-01,2019-03-01,2,34,814,N,R,SF,1,P,MA,30,FRM,4.75,350,343,2049-02-01,0,f
813,102303000000,OTHER,5,82000,2018-11-01,2019-01-01,1,18,802,Y,P,SF,1,P,OH,25,FRM,5,348,350,2048-12-01,5,t
816,102314000000,OTHER,5,200000,2019-02-01,2019-04-01,1,48,755,Y,P,CO,1,P,FL,30,FRM,4.88,351,348,2049-03-01,0,f
819,102324000000,OTHER,6,172000,2018-10-01,2018-12-01,1,28,726,Y,P,PU,1,P,TX,18,FRM,5.75,347,346,2048-11-01,0,f
821,102335000000,OTHER,5,234000,2018-12-01,2019-02-01,1,48,811,N,P,SF,1,P,OH,25,FRM,4.88,349,349,2049-01-01,0,f
827,102350000000,"WELLS FARGO BANK, N.A.",5,219000,2018-12-01,2019-02-01,1,42,778,Y,P,SF,1,P,CT,30,FRM,5.25,349,349,2049-01-01,0,f
828,102351000000,OTHER,5,315000,2018-12-01,2019-02-01,1,40,754,Y,P,CO,1,P,CT,25,FRM,4.88,349,349,2049-01-01,0,f
830,102355000000,"WELLS FARGO BANK, N.A.",5,412000,2018-12-01,2019-02-01,1,44,792,N,P,CO,1,P,CA,25,FRM,4.63,352,0,2049-01-01,X,t
837,102382000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,281000,2019-03-01,2019-05-01,1,30,721,Y,P,CO,1,P,AZ,35,FRM,4.5,352,352,2049-04-01,0,f
839,102394000000,OTHER,6,120000,2018-12-01,2019-02-01,1,39,669,Y,P,SF,1,P,IN,25,FRM,5.63,349,346,2049-01-01,0,f
840,102401000000,OTHER,5,249000,2018-12-01,2019-02-01,1,45,766,Y,P,SF,1,P,PA,25,FRM,4.75,352,0,2049-01-01,X,t
841,102405000000,"WELLS FARGO BANK, N.A.",5,195000,2019-01-01,2019-03-01,1,49,800,Y,P,PU,1,P,TX,25,FRM,5.25,350,350,2049-02-01,0,f
842,102411000000,QUICKEN LOANS INC.,4,197000,2019-02-01,2019-04-01,1,32,727,Y,P,PU,1,P,NC,35,FRM,4.25,351,351,2049-03-01,0,f
844,102421000000,OTHER,4,257000,2019-03-01,2019-05-01,1,32,765,N,P,SF,1,P,WI,25,FRM,4.25,352,352,2049-04-01,0,f
846,102430000000,OTHER,5,453000,2018-10-01,2018-12-01,1,40,736,N,P,PU,1,S,CO,25,FRM,4.88,347,347,2048-11-01,0,f
849,102447000000,OTHER,5,114000,2019-01-01,2019-03-01,1,32,645,Y,P,SF,1,P,OH,25,FRM,4.75,350,350,2049-02-01,0,f
852,102459000000,QUICKEN LOANS INC.,5,161000,2019-01-01,2019-03-01,1,26,798,Y,P,SF,1,P,MI,25,FRM,4.88,350,343,2049-02-01,0,f
854,102461000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,167000,2019-02-01,2019-04-01,1,42,690,Y,P,CO,1,P,FL,25,FRM,4.88,351,351,2049-03-01,0,f
855,102467000000,"WELLS FARGO BANK, N.A.",5,266000,2018-12-01,2019-02-01,1,23,783,Y,P,SF,1,P,LA,25,FRM,4.63,352,0,2049-01-01,X,t
856,102467000000,OTHER,5,439000,2019-01-01,2019-03-01,2,47,793,Y,P,SF,1,P,CA,30,FRM,4.63,350,350,2049-02-01,0,f
859,102485000000,PENNYMAC CORP.,5,550000,2019-01-01,2019-03-01,2,35,744,Y,P,PU,1,P,VA,30,FRM,5.49,353,0,2049-02-01,X,t
860,102486000000,QUICKEN LOANS INC.,5,62000,2019-01-01,2019-03-01,2,23,642,N,R,SF,1,P,MI,25,FRM,4.88,350,349,2049-02-01,0,f
861,102493000000,PENNYMAC CORP.,5,388000,2019-01-01,2019-03-01,2,34,782,Y,P,SF,1,P,CA,30,FRM,5,352,0,2049-02-01,X,t
862,102494000000,OTHER,5,166000,2019-01-01,2019-03-01,1,37,724,Y,P,SF,1,P,OH,25,FRM,5,350,350,2049-02-01,0,f
868,102509000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,318000,2019-03-01,2019-05-01,1,40,794,Y,P,PU,1,P,CO,25,FRM,4,352,352,2049-04-01,0,f
872,102527000000,OTHER,5,204000,2018-11-01,2019-01-01,2,35,769,N,P,SF,1,P,IN,30,FRM,4.75,348,340,2048-12-01,0,f
875,102554000000,PENNYMAC CORP.,5,269000,2019-01-01,2019-03-01,1,47,713,Y,P,PU,1,P,FL,30,FRM,4.75,350,350,2049-02-01,0,f
876,102555000000,"WELLS FARGO BANK, N.A.",5,212000,2019-01-01,2019-03-01,1,50,705,N,P,SF,1,P,AZ,25,FRM,5.38,350,350,2049-02-01,0,f
877,102559000000,QUICKEN LOANS INC.,5,140000,2018-12-01,2019-02-01,1,27,740,N,R,SF,1,P,LA,12,FRM,4.99,349,343,2049-01-01,0,f
878,102566000000,"FLAGSTAR BANK, FSB",5,191000,2018-12-01,2019-02-01,2,34,796,N,P,PU,1,P,GA,30,FRM,5,353,0,2049-01-01,X,t
884,102583000000,OTHER,5,381000,2019-03-01,2019-05-01,2,32,796,N,R,SF,1,P,TX,12,FRM,4.75,352,346,2049-04-01,0,f
885,102589000000,OTHER,6,386000,2019-01-01,2019-03-01,2,47,659,N,P,SF,1,P,GA,30,FRM,6.13,350,351,2049-02-01,1,t
887,102609000000,OTHER,6,147000,2018-12-01,2019-02-01,1,43,734,Y,P,PU,1,P,LA,18,FRM,6.13,351,0,2049-01-01,X,t
895,102624000000,OTHER,4,114000,2019-02-01,2019-04-01,1,33,813,Y,P,SF,1,P,CT,16,FRM,4.13,351,350,2049-03-01,0,f
899,102639000000,PENNYMAC CORP.,5,339000,2019-03-01,2019-05-01,2,43,694,Y,P,PU,1,P,NC,35,FRM,4.5,352,352,2049-04-01,0,f
901,103086000000,OTHER,5,133000,2019-02-01,2019-04-01,1,22,813,Y,P,MH,1,P,SC,12,FRM,5.13,351,351,2049-03-01,0,f
905,102658000000,U.S. BANK N.A.,6,167000,2019-02-01,2019-04-01,1,43,687,Y,P,SF,1,P,FL,18,FRM,5.75,351,350,2049-03-01,0,f
